"logFC"	"logCPM"	"PValue"	"FDR"
"ENSG00000008513.14"	1.72927628510503	4.57537935725107	0.0172221443623697	0.355132023473834
"ENSG00000186522.14"	2.13949858674743	2.5054580939282	0.0172225751706885	0.355132023473834
"ENSG00000115271.10"	-1.68110396653477	4.73234785029901	0.0172790652830741	0.355954439298101
"ENSG00000088812.17"	1.9307913340007	3.01629902291644	0.0172814289983072	0.355954439298101
"ENSG00000145979.17"	-2.12005109177423	2.92824787715168	0.0173328690932807	0.356883394245811
"ENSG00000137714.2"	1.91742648067953	3.72516882062501	0.0173580267216124	0.356894097006249
"ENSG00000041353.9"	-3.73342198290269	1.55227643636915	0.0173618246390095	0.356894097006249
"ENSG00000232155.1"	-5.6979916573241	1.0249973726941	0.0173696336193478	0.356894097006249
"ENSG00000166348.18"	-5.6979916573241	1.0249973726941	0.0173696336193478	0.356894097006249
"ENSG00000091527.15"	-1.85292507612095	5.62038044135735	0.0173714285221452	0.356894097006249
"ENSG00000162929.13"	-3.67771464307016	1.51650911504134	0.0174076703261007	0.357360430778557
"ENSG00000154548.8"	-3.67771464307016	1.51650911504134	0.0174076703261007	0.357360430778557
"ENSG00000173614.13"	-1.95306710823627	3.23921949341845	0.0174131714711524	0.357360430778557
"ENSG00000165948.10"	-1.7835835335581	4.12922385720482	0.0174283033289807	0.357459669619307
"ENSG00000123472.12"	2.09986546561706	2.76607276013678	0.0174307070702396	0.357459669619307
"ENSG00000100908.13"	2.19846521256438	3.21229776181063	0.0174682845425378	0.358099833122024
"ENSG00000163597.14"	-1.71304439381524	4.20995535179268	0.0174787564952437	0.358184069671188
"ENSG00000089154.10"	-2.06800195523179	3.14626454495484	0.0175417525160262	0.359270498532365
"ENSG00000181061.13"	-1.55839655400685	8.90624313946172	0.0175449191983996	0.359270498532365
"ENSG00000113384.13"	2.21992675260091	4.68530624574673	0.0175509187814471	0.359270498532365
"ENSG00000279970.1"	5.64364398853148	0.807911768614877	0.0175718052646293	0.359323362241384
"ENSG00000221843.4"	5.64364398853148	0.807911768614877	0.0175718052646293	0.359323362241384
"ENSG00000010318.20"	3.44680220289268	1.30527825650601	0.0176378876778856	0.360395503103889
"ENSG00000158691.14"	-3.72499867743524	1.54954463758673	0.0176497428038044	0.360506883764354
"ENSG00000176024.17"	-2.23821349130542	3.34230250640743	0.0177009916921363	0.361422533668999
"ENSG00000189325.6"	-5.87676679290407	1.1473094795138	0.0177462775385888	0.362215809093466
"ENSG00000271207.1"	2.42524638012673	1.83197137642843	0.0178090014708085	0.363364305834078
"ENSG00000162441.11"	-1.62578616076361	5.58167357699009	0.0179257161382664	0.365359368516593
"ENSG00000062038.13"	-3.71107228234216	1.55195330001635	0.0179262532791436	0.365359368516593
"ENSG00000183199.6"	-1.75566326493915	3.50950371783198	0.0179607210544381	0.365822334742738
"ENSG00000013561.17"	-1.74672444605248	4.93123066012783	0.0179740954476962	0.365822334742738
"ENSG00000241570.8"	5.77575772107986	0.893241173623811	0.0179814612870722	0.365822334742738
"ENSG00000181631.6"	5.77575772107986	0.893241173623811	0.0179814612870722	0.365822334742738
"ENSG00000100197.20"	5.77575772107986	0.893241173623811	0.0179814612870722	0.365822334742738
"ENSG00000196502.11"	3.41742742860256	3.9755819951006	0.0179979277557844	0.36602505316343
"ENSG00000152433.14"	-6.04252991822974	1.21956868892643	0.0180099101198346	0.366136464563326
"ENSG00000225470.7"	-1.80641457775747	3.22511687529063	0.0180948857712071	0.367598486004534
"ENSG00000173926.5"	-6.30528488800153	1.39443847040627	0.0181404238112776	0.368257799353859
"ENSG00000153029.14"	2.08907113104898	2.60924767427547	0.0181639682171433	0.368602834480046
"ENSG00000174903.15"	-2.16460249207982	2.53024686703883	0.0182380822353359	0.369973464242797
"ENSG00000139428.11"	2.08045839039662	4.80712705808118	0.0182526221623714	0.370119069808282
"ENSG00000117984.13"	1.76719367374416	3.44698138796547	0.0182584096931697	0.370119069808282
"ENSG00000211445.11"	1.78571434017113	3.63443646295195	0.0183430173070294	0.37163919536996
"ENSG00000092871.16"	2.92590410636066	1.44881979080347	0.0183466030222784	0.37163919536996
"ENSG00000101843.18"	-1.99942979736918	6.83098465400773	0.0184171797064514	0.372749089061444
"ENSG00000172059.10"	3.8934521323932	1.03001848569254	0.0184388115237723	0.372749089061444
"ENSG00000140749.8"	3.8934521323932	1.03001848569254	0.0184388115237723	0.372749089061444
"ENSG00000276576.1"	3.8934521323932	1.03001848569254	0.0184388115237723	0.372749089061444
"ENSG00000167608.11"	-3.14723160770108	2.28479036519172	0.0184455212964511	0.372749089061444
"ENSG00000037474.14"	2.39113159482338	2.11246681832863	0.0184477459386635	0.372749089061444
"ENSG00000080709.14"	6.4208512909518	1.34812197189387	0.0184762998687315	0.373058231173065
"ENSG00000211675.2"	6.4208512909518	1.34812197189387	0.0184762998687315	0.373058231173065
"ENSG00000183726.10"	-1.51390756560471	5.703082478948	0.0185149519230131	0.373687437669284
"ENSG00000105929.15"	-5.54672805884688	0.921829454126775	0.0185607650063703	0.373687437669284
"ENSG00000267737.1"	-5.54672805884688	0.921829454126775	0.0185607650063703	0.373687437669284
"ENSG00000253801.2"	-3.82214617562055	1.62147563884378	0.0185667679142592	0.373687437669284
"ENSG00000131979.18"	3.14458283964038	3.09071490380857	0.0185687409366605	0.373687437669284
"ENSG00000188243.12"	-1.57864977515131	9.27670256581811	0.0185690083362471	0.373687437669284
"ENSG00000228395.1"	-5.69164164900595	1.00564823772627	0.0185876729956139	0.373687437669284
"ENSG00000248932.5"	-5.69164164900595	1.00564823772627	0.0185876729956139	0.373687437669284
"ENSG00000137843.11"	-5.69164164900595	1.00564823772627	0.0185876729956139	0.373687437669284
"ENSG00000196793.13"	-5.69164164900595	1.00564823772627	0.0185876729956139	0.373687437669284
"ENSG00000124440.15"	-5.69164164900595	1.00564823772627	0.0185876729956139	0.373687437669284
"ENSG00000256969.1"	-2.3717488679106	2.50566317715532	0.0186210539255766	0.373844753737884
"ENSG00000068885.14"	-2.20806129945518	2.36698797747527	0.0186533322700562	0.374252872757415
"ENSG00000165685.8"	-6.14448003851477	1.33566530017076	0.0186617841264467	0.374252872757415
"ENSG00000157600.11"	-6.14448003851477	1.33566530017076	0.0186617841264467	0.374252872757415
"ENSG00000101347.8"	3.64868080578663	2.42298208996894	0.0187315467315909	0.375384464279618
"ENSG00000109189.12"	-2.03561711777568	3.3095116812022	0.018843898994588	0.377369784833448
"ENSG00000234337.4"	-3.80597015024885	1.62379964679788	0.0188440208403678	0.377369784833448
"ENSG00000136888.6"	-1.56184492299575	9.27372364259085	0.0188760724307323	0.377877220961314
"ENSG00000183668.17"	-7.54379642422484	2.41542301847067	0.0189330945531033	0.378883999885476
"ENSG00000270672.1"	2.076979383862	2.30237927860108	0.0189520313248343	0.379128180301669
"ENSG00000213123.10"	-2.3756814985868	3.27028977264563	0.0189703083593851	0.379224278577723
"ENSG00000197372.9"	-2.16072299795839	2.52763960318746	0.0189995328693212	0.379673661275364
"ENSG00000182621.17"	-2.06852991594835	2.77041901253617	0.0190262751084412	0.380073138637148
"ENSG00000122026.10"	-2.5275576734099	2.12974418437532	0.0191241217631632	0.381738249796167
"ENSG00000227258.5"	2.95127588119981	1.69327100387274	0.0192114407866673	0.383092325966653
"ENSG00000161551.14"	-2.93229674947616	2.11106538219888	0.0192486769943684	0.383698928485829
"ENSG00000152409.8"	2.53946404597153	2.13769769251675	0.0192639066163966	0.383866582356394
"ENSG00000099260.10"	1.67731617037908	6.86740305224242	0.0193683911850486	0.38576554670929
"ENSG00000198805.11"	-1.6181353632214	3.87344312739012	0.0193729096077161	0.38576554670929
"ENSG00000216895.9"	1.74302268305776	4.48126662745334	0.0194199058447579	0.386564625077424
"ENSG00000177842.11"	-2.35980366139354	2.68101325271883	0.0194346679744352	0.386585075719039
"ENSG00000079308.16"	2.91576984126244	1.44342444433619	0.0195131239059326	0.387945354457679
"ENSG00000107960.10"	-1.89391182559541	3.11021734743101	0.0195239872661702	0.387945354457679
"ENSG00000233837.1"	-1.64043268660112	4.31407657510096	0.0195270718011629	0.387945354457679
"ENSG00000163297.16"	2.83654650239418	3.09870031718607	0.0195306189851858	0.387945354457679
"ENSG00000254531.1"	-5.72459504199304	1.02155792588738	0.0195795209310706	0.388642444207602
"ENSG00000165188.13"	-5.72459504199304	1.02155792588738	0.0195795209310706	0.388642444207602
"ENSG00000112701.17"	1.54999675274053	3.94473336159852	0.0195922931237089	0.38875888502395
"ENSG00000136731.12"	1.81093732666895	4.93904218179617	0.0196466219293805	0.389478230059379
"ENSG00000154114.12"	2.20086137912684	2.22443370713493	0.0196467214554139	0.389478230059379
"ENSG00000170027.6"	-1.63189667849788	6.11998971192549	0.0196501917547112	0.389478230059379
"ENSG00000182117.5"	-1.57654981065864	8.95110089475459	0.0196605804360824	0.389478230059379
"ENSG00000110013.12"	-1.63344029982229	4.14909139966164	0.0196631398189607	0.389478230059379
"ENSG00000196323.12"	1.71403811101379	3.85991885344305	0.0196707044131823	0.389491017773925
"ENSG00000139160.13"	2.89510713841666	1.82628146556511	0.0197820008065915	0.391557022294464
"ENSG00000279332.1"	3.57886525645452	1.54066058045619	0.0198344097286648	0.392433361575539
"ENSG00000153207.14"	2.49303021290587	2.7027825355624	0.019949777745927	0.394022473930238
"ENSG00000151287.16"	1.84830916533501	4.29565248110373	0.0199540905886298	0.394022473930238
"ENSG00000166170.9"	-1.53042332999524	5.25971400491784	0.0199555552764129	0.394022473930238
"ENSG00000131115.15"	-2.01747059289508	3.08557508642511	0.0199705733178723	0.394180744664441
"ENSG00000071994.10"	1.72193454296514	3.20696198700279	0.0199844218441361	0.39431582855659
"ENSG00000137628.16"	3.20775982623168	2.05652162890394	0.0200181616799095	0.39482251094815
"ENSG00000196482.16"	-3.69176831176247	1.54015595623058	0.0200841375710287	0.395742572442426
"ENSG00000021355.12"	-1.67721488252966	6.35824387920404	0.020109131850893	0.396082351043499
"ENSG00000228212.1"	-5.73914181257372	1.05709408265626	0.0201702167537298	0.397007696404795
"ENSG00000109339.19"	-5.73914181257372	1.05709408265626	0.0201702167537298	0.397007696404795
"ENSG00000110079.16"	5.90075369157233	0.977007486364705	0.02022066086933	0.39772245363983
"ENSG00000101190.12"	5.90075369157233	0.977007486364705	0.02022066086933	0.39772245363983
"ENSG00000146733.13"	-2.03266532247602	2.87900263164058	0.0202342187128639	0.397850113169139
"ENSG00000197121.14"	6.40174053475073	1.31772255962044	0.020287487647821	0.398708249918848
"ENSG00000166783.21"	1.75550318162719	3.28744765965736	0.0202920280677437	0.398708249918848
"ENSG00000215124.2"	6.32951183080474	1.28022770516367	0.0203620302184661	0.399944091796271
"ENSG00000177738.3"	-3.14735941098387	1.82785648142381	0.0204312870039974	0.401164436454839
"ENSG00000105879.11"	-2.17326227042358	2.85740307165591	0.02045194045624	0.40142994564265
"ENSG00000105612.8"	-2.85040177851929	2.0537574257473	0.0204705536819755	0.401452176935611
"ENSG00000153310.19"	-1.81367112429709	3.55246208296244	0.0204734981145593	0.401452176935611
"ENSG00000182752.9"	-3.5976856449992	1.46024092408118	0.0204744675178466	0.401452176935611
"ENSG00000065526.10"	2.21644118867432	4.24464299186378	0.0205363351045088	0.40239471167463
"ENSG00000135469.13"	4.09393955956145	3.41551427148046	0.0205368341826019	0.40239471167463
"ENSG00000139350.11"	-2.52251630360058	3.13517096534067	0.0205464972523593	0.402443970016375
"ENSG00000198468.7"	-3.44532952562994	2.01121747428727	0.0205577525717212	0.402524370615617
"ENSG00000198951.11"	1.91573819097684	2.85464467938413	0.0206481714578797	0.403929593965109
"ENSG00000163918.10"	-1.76264835155388	3.96778596578989	0.0206510466919792	0.403929593965109
"ENSG00000255321.1"	3.94299271965541	1.05205645694022	0.0206785315289837	0.404224656236308
"ENSG00000186660.14"	1.80155655115308	4.36874126862935	0.020680493311079	0.404224656236308
"ENSG00000258429.1"	2.24148613861629	1.97262005201452	0.0207065925592139	0.404593977841099
"ENSG00000277462.1"	-3.62872732678127	1.48260325340253	0.0207194465881285	0.404593977841099
"ENSG00000144837.8"	1.82501967221219	4.0353931536761	0.0207209499958412	0.404593977841099
"ENSG00000164675.10"	-5.80964664622877	1.10299360828441	0.0207407937809899	0.40484102091306
"ENSG00000166900.15"	-1.77602983687238	3.88077608463035	0.0207770766600356	0.405112080593389
"ENSG00000065357.19"	-6.03195941970851	1.25828408247002	0.0207794602863798	0.405112080593389
"ENSG00000173083.14"	-6.03195941970851	1.25828408247002	0.0207794602863798	0.405112080593389
"ENSG00000256093.1"	-3.79117279832175	1.58754492729521	0.0207834666611072	0.405112080593389
"ENSG00000164393.8"	-5.53861535415499	0.924947167527934	0.0208524154689806	0.405753551329183
"ENSG00000131037.14"	-5.53861535415499	0.924947167527934	0.0208524154689806	0.405753551329183
"ENSG00000109265.13"	-5.53861535415499	0.924947167527934	0.0208524154689806	0.405753551329183
"ENSG00000166313.18"	-5.53861535415499	0.924947167527934	0.0208524154689806	0.405753551329183
"ENSG00000178425.13"	1.73997307339857	4.00314634440057	0.0209579262932283	0.407524885949811
"ENSG00000032389.12"	-2.28925976039025	2.4258546014288	0.0210415144783346	0.40900896910528
"ENSG00000079739.15"	1.57511867771799	5.11274053575181	0.0210497919993691	0.4090286299691
"ENSG00000083720.12"	-2.37926321843855	2.27794422671281	0.0210633510815741	0.409150870405469
"ENSG00000080200.9"	3.22597544940755	1.53752562062864	0.021077898507623	0.409211799816893
"ENSG00000166796.11"	7.16014198573463	1.94144482157341	0.0210810264059295	0.409211799816893
"ENSG00000143756.11"	2.83594850560848	2.48009642730155	0.0210884441264487	0.409214679493339
"ENSG00000196865.4"	2.06856687519736	2.61697671431762	0.0211922892581303	0.410946448228704
"ENSG00000151023.16"	-2.03546560046171	3.008865252767	0.0212083770447101	0.411034706578286
"ENSG00000205189.11"	1.66874473685117	3.68018964876942	0.0212123285683775	0.411034706578286
"ENSG00000279390.1"	5.62938045693778	0.801078352694436	0.0213714887631046	0.413678813013581
"ENSG00000139190.16"	5.62938045693778	0.801078352694436	0.0213714887631046	0.413678813013581
"ENSG00000047644.18"	-2.67514164057259	2.23990465089292	0.0213772878875971	0.413678813013581
"ENSG00000135272.10"	3.60303077531655	2.09080466636969	0.0214135710138854	0.414238540578918
"ENSG00000170633.16"	-1.55223873706627	3.92810890345971	0.0214562198835726	0.414920984509087
"ENSG00000185565.11"	-3.49324551737475	1.39733915054427	0.0214889793113749	0.415269176922496
"ENSG00000071242.11"	-3.49324551737475	1.39733915054427	0.0214889793113749	0.415269176922496
"ENSG00000174109.4"	-2.06480766872687	2.61380120839057	0.0216063155940097	0.417393384946324
"ENSG00000196821.9"	1.87627044456132	4.19999762770185	0.0216144226326992	0.417406755836205
"ENSG00000023516.8"	-1.82709595996835	4.35299748867474	0.0216346435206862	0.417599153103001
"ENSG00000163492.14"	-2.6924420034042	2.22911571979832	0.0216392220986882	0.417599153103001
"ENSG00000119446.13"	-1.72799898843979	3.73024751673375	0.0216543018389293	0.417746954564375
"ENSG00000198358.4"	-3.60366062715383	1.47514876687981	0.0217083682515794	0.418402569067758
"ENSG00000117461.14"	-3.60366062715383	1.47514876687981	0.0217083682515794	0.418402569067758
"ENSG00000221926.11"	-3.00165590944572	1.71361554837522	0.0217105839846326	0.418402569067758
"ENSG00000176907.4"	1.94794944969992	6.23357497595067	0.0217204470011306	0.41844939186675
"ENSG00000226453.1"	-2.1177047779011	2.78943294785457	0.0217634214146808	0.418990520416083
"ENSG00000251432.6"	-3.90969154729643	1.7020844078742	0.0217809095074985	0.419183842360893
"ENSG00000231501.1"	3.45139624906669	0.771440119415196	0.0218005195592613	0.419286769644908
"ENSG00000177406.4"	2.9764007679699	1.6428246943058	0.0218011542243377	0.419286769644908
"ENSG00000155729.12"	3.63448354125859	0.871470711771566	0.021814183703185	0.419394072132307
"ENSG00000237350.1"	-2.24053050340784	2.73597258141808	0.0218272918593721	0.419502813465222
"ENSG00000152359.14"	-2.39429438900443	3.29102604228995	0.021882043952959	0.42041157004912
"ENSG00000013392.7"	-2.04866899671862	3.55216232398284	0.0220183035572431	0.422596782184755
"ENSG00000198624.12"	2.80097139678387	1.96612133564667	0.0220577459300516	0.423209506353235
"ENSG00000174206.12"	3.15197995083454	1.48614863178574	0.0220804529585666	0.42350083079952
"ENSG00000112851.14"	1.89495895670286	5.75694205426474	0.0221037306386325	0.423802898106451
"ENSG00000132199.18"	2.47216144006553	3.03498700052357	0.0221166049228602	0.423905359524197
"ENSG00000162409.10"	-2.78906168295729	2.29583459892294	0.0221432834015612	0.424272243881582
"ENSG00000206560.11"	1.83891321535851	3.05865910699467	0.0222124721210904	0.425453110960376
"ENSG00000118523.5"	-2.18879916713678	3.65455534882085	0.0222287211213529	0.425619523157931
"ENSG00000104325.6"	1.98273775367257	8.65133162979642	0.0222892847833765	0.42663403886794
"ENSG00000130349.9"	1.51758192456565	4.71079346034362	0.0223064032649145	0.426816573416665
"ENSG00000204385.10"	-6.46567938838457	1.50468155501753	0.0223393870565687	0.427199323141062
"ENSG00000123933.16"	-5.57968068104734	0.938355518883463	0.0223491731947209	0.427199323141062
"ENSG00000250064.1"	-5.57968068104734	0.938355518883463	0.0223491731947209	0.427199323141062
"ENSG00000198818.9"	-1.76606243867947	3.52428810930379	0.0223648275806051	0.427353441614054
"ENSG00000230937.11"	-2.40462552625891	2.28812364978209	0.0224091715243878	0.427985369792916
"ENSG00000138375.12"	-1.96927849790408	2.68863269709906	0.0224131041186207	0.427985369792916
"ENSG00000147576.15"	2.20651061316226	3.88017559602096	0.0224351956137583	0.428261941907526
"ENSG00000177485.6"	2.69949610899891	2.38568874838869	0.0224476037588524	0.428353545219349
"ENSG00000247095.2"	-3.0768919988806	1.76389112575998	0.0224953891347935	0.429055137339778
"ENSG00000104312.7"	-2.70803110011706	2.24730604475314	0.0224996139027414	0.429055137339778
"ENSG00000077549.17"	-1.56969917853617	5.10513370391341	0.0225562835988934	0.429990136346936
"ENSG00000134900.11"	1.73833199058152	3.42655070012908	0.0225865353663422	0.430421068171124
"ENSG00000115484.14"	-1.52060827080816	4.41845633693622	0.0226059342865291	0.43050493917084
"ENSG00000145743.15"	2.90239083185531	1.82856569394216	0.0226062316840283	0.43050493917084
"ENSG00000167772.11"	2.66358266131261	2.93960667459	0.0227385768759292	0.432878832626542
"ENSG00000149054.15"	-5.61427527983582	0.954801994937797	0.0227593237652878	0.432980943805118
"ENSG00000267603.1"	-5.61427527983582	0.954801994937797	0.0227593237652878	0.432980943805118
"ENSG00000102007.10"	-2.17328355693079	3.23237508569668	0.0228403464568202	0.434375548342492
"ENSG00000111863.12"	-2.79087518796864	3.20145570984422	0.0228597791365173	0.434598293458956
"ENSG00000164252.12"	1.66644486070196	3.41985874140266	0.0229178394463067	0.434972250213924
"ENSG00000151491.12"	1.52695467363406	4.08913455897521	0.022927701051527	0.434972250213924
"ENSG00000258655.2"	-5.39185492013802	0.833531719038549	0.0229335377157893	0.434972250213924
"ENSG00000157036.12"	-5.39185492013802	0.833531719038549	0.0229335377157893	0.434972250213924
"ENSG00000128045.6"	-5.39185492013802	0.833531719038549	0.0229335377157893	0.434972250213924
"ENSG00000259727.1"	-5.39185492013802	0.833531719038549	0.0229335377157893	0.434972250213924
"ENSG00000175352.10"	-5.39185492013802	0.833531719038549	0.0229335377157893	0.434972250213924
"ENSG00000203930.10"	-5.85936304154962	1.10070622527654	0.0229431451590346	0.435007905165892
"ENSG00000239523.5"	-3.28388548939459	1.25695542433204	0.0229992693168288	0.435778481202371
"ENSG00000256618.2"	-3.31779639879857	8.25936450408977	0.0230926307494184	0.437400223007069
"ENSG00000185404.16"	1.75338682340823	3.97006336741719	0.0231204516930056	0.437779881316637
"ENSG00000180611.6"	-3.03825792843584	1.75195956687154	0.0231539741306753	0.438267204350406
"ENSG00000073754.5"	5.47382744056273	0.706639690147415	0.0232472217289026	0.438998944241903
"ENSG00000215483.9"	5.47382744056273	0.706639690147415	0.0232472217289026	0.438998944241903
"ENSG00000228695.10"	5.47382744056273	0.706639690147415	0.0232472217289026	0.438998944241903
"ENSG00000246145.1"	5.47382744056273	0.706639690147415	0.0232472217289026	0.438998944241903
"ENSG00000110852.4"	5.47382744056273	0.706639690147415	0.0232472217289026	0.438998944241903
"ENSG00000250303.3"	2.16757722773817	3.28305760766495	0.023304995418793	0.439794873318845
"ENSG00000230623.4"	-1.61135639285413	5.75473776171922	0.0233856329895053	0.441006308772201
"ENSG00000127954.12"	4.05706783717071	2.54075862901116	0.0234674060676174	0.442180018229157
"ENSG00000182957.15"	1.72094505319798	2.99280144761246	0.0234706605522662	0.442180018229157
"ENSG00000177084.16"	5.65126720347784	0.811328836626476	0.0234975388642461	0.442242378898363
"ENSG00000236423.5"	5.65126720347784	0.811328836626476	0.0234975388642461	0.442242378898363
"ENSG00000197776.7"	5.65126720347784	0.811328836626476	0.0234975388642461	0.442242378898363
"ENSG00000053900.10"	-2.14593608425353	2.97266883125834	0.0235581157638328	0.443234295017861
"ENSG00000059728.10"	-2.1492007356215	2.33811456476482	0.0236213426111513	0.444107385279146
"ENSG00000242405.2"	-2.9058167564032	1.65045894017931	0.0236281885653819	0.444107385279146
"ENSG00000128573.24"	3.29890030755032	2.10995318548088	0.0236820176711367	0.444684636044806
"ENSG00000205937.11"	-1.59718386553115	4.05140842430074	0.0236887418044175	0.444684636044806
"ENSG00000139323.13"	2.67476331518724	1.91739248970131	0.0237016037041364	0.444684636044806
"ENSG00000171044.10"	-5.42480497614429	0.850711347689111	0.0237062972797766	0.444684636044806
"ENSG00000223773.7_PAR_Y"	-5.42480497614429	0.850711347689111	0.0237062972797766	0.444684636044806
"ENSG00000254109.5"	-5.42480497614429	0.850711347689111	0.0237062972797766	0.444684636044806
"ENSG00000114209.14"	-1.58329334911384	7.17767758673124	0.0238046248894631	0.446134116827217
"ENSG00000139687.13"	2.32705128106761	2.19572478200853	0.0238154589685391	0.446134116827217
"ENSG00000126218.11"	1.60646081564083	4.12442202346906	0.0238231956936495	0.446134116827217
"ENSG00000026652.13"	-5.66487700408667	1.00948775035288	0.0238938928405071	0.446922274403176
"ENSG00000163071.10"	-5.66487700408667	1.00948775035288	0.0238938928405071	0.446922274403176
"ENSG00000173715.15"	-5.66487700408667	1.00948775035288	0.0238938928405071	0.446922274403176
"ENSG00000268964.1"	-6.36737643773365	1.4994395345007	0.0238970395245157	0.446922274403176
"ENSG00000185753.12"	3.24262465568279	1.17214504295336	0.0239806369756919	0.448187914101137
"ENSG00000153879.8"	1.98781126732532	4.73728621166985	0.0239988387958614	0.448379234097387
"ENSG00000220804.8"	-2.53407037667012	1.82242747410261	0.0240195339576981	0.44861699571357
"ENSG00000114480.12"	1.52039350615335	4.0657063923748	0.0240849984884539	0.449541385911981
"ENSG00000223969.5"	3.46104996909	1.69795843637016	0.0241110258259163	0.449878016843986
"ENSG00000087077.13"	2.2335471640248	2.31009315061034	0.0241253811978987	0.449996714305273
"ENSG00000143418.19"	2.79711742730111	1.58714683183859	0.0241376986124325	0.450005724212613
"ENSG00000101150.17"	-2.41021130123303	2.72230794452149	0.0241418522218054	0.450005724212613
"ENSG00000117475.13"	-1.81865812739653	4.60647027434779	0.0241612600484927	0.450218408444158
"ENSG00000148660.20"	2.88162494268001	1.81484238858553	0.0242462086374534	0.451651827540756
"ENSG00000180855.15"	-3.42689759467948	1.3386574700555	0.0243140522521189	0.452765776853631
"ENSG00000231389.7"	-3.11129930788479	1.81031566894079	0.0243841243329301	0.453893039630021
"ENSG00000164211.12"	-1.6287064687271	4.54205196913545	0.0243907136745388	0.453893039630021
"ENSG00000167588.12"	3.93786773564551	1.83827399383531	0.024480442445604	0.455388689328536
"ENSG00000091831.22"	7.05009137713322	1.84924687013899	0.024495353796863	0.455388689328536
"ENSG00000021461.16"	7.05009137713322	1.84924687013899	0.024495353796863	0.455388689328536
"ENSG00000157637.12"	2.97936476866092	1.88024005704818	0.0246469869380423	0.457754152327026
"ENSG00000113558.18"	-1.5630905881332	9.33643869280171	0.0246561890008764	0.457774026196021
"ENSG00000180628.14"	1.96441803893901	4.48367946594798	0.0246732067259305	0.457938946990705
"ENSG00000133104.12"	-2.09878925703699	4.54217597422193	0.0247186647262909	0.45863144147564
"ENSG00000186162.10"	-2.1844338529568	2.34976534662235	0.0247325758257234	0.458738349574117
"ENSG00000173598.13"	-2.11728810117418	2.81314985086739	0.0248084779759499	0.459981138842597
"ENSG00000259370.2"	4.2719427772471	2.10710572173926	0.0248159223822672	0.459981138842597
"ENSG00000105393.15"	-1.58426268456228	4.34064209192546	0.0248921105824376	0.461241468405913
"ENSG00000080031.9"	4.25484518240932	1.36779493074216	0.0249070363422217	0.461366172034447
"ENSG00000145390.11"	-1.71625383405117	4.19613620170252	0.0249421034744992	0.461822754673293
"ENSG00000177733.6"	-1.76742352424869	3.29466835889893	0.0249480929593641	0.461822754673293
"ENSG00000244694.7"	-3.82671204650716	2.33129512583057	0.0249927056910747	0.462344522335744
"ENSG00000225377.5"	-2.44309585744245	2.33577952775964	0.0250413729825866	0.463092644319563
"ENSG00000163682.15"	-1.5400976709641	5.12713256286558	0.025090596818419	0.463850563776441
"ENSG00000253948.1"	3.05197245777448	1.41918134808471	0.0251089305164946	0.464037106226208
"ENSG00000185100.10"	6.23198341313218	1.20916654617699	0.0251548696432065	0.464581061950466
"ENSG00000230333.6"	6.23198341313218	1.20916654617699	0.0251548696432065	0.464581061950466
"ENSG00000266850.1"	3.39937726523183	1.41039366466565	0.0252864877145866	0.466552688599549
"ENSG00000127947.15"	-1.80135486731465	3.47717442726507	0.0253594707884545	0.467745966282591
"ENSG00000162704.15"	-1.50465082249951	6.77044539943847	0.0253905054066988	0.468164992092792
"ENSG00000036473.6"	4.61347629668514	5.23890957171398	0.0254470287499476	0.468835641275024
"ENSG00000230721.1"	-3.54564702096418	1.42470040237393	0.0254487465045494	0.468835641275024
"ENSG00000156304.14"	2.28329184527844	2.77652427405836	0.0254518629267666	0.468835641275024
"ENSG00000253819.1"	3.75937808757601	0.946446540088666	0.0255844625925766	0.470969964919527
"ENSG00000226688.6"	3.75937808757601	0.946446540088666	0.0255844625925766	0.470969964919527
"ENSG00000162946.21"	-5.35784539215916	0.816274015716512	0.0256389128086186	0.471355753995939
"ENSG00000261351.2"	-5.35784539215916	0.816274015716512	0.0256389128086186	0.471355753995939
"ENSG00000240370.6"	-5.35784539215916	0.816274015716512	0.0256389128086186	0.471355753995939
"ENSG00000184634.15"	-5.35784539215916	0.816274015716512	0.0256389128086186	0.471355753995939
"ENSG00000106049.8"	2.19883478563127	3.11288318151017	0.0256876659299493	0.471789813440337
"ENSG00000164199.16"	-1.79515514297024	4.96269621320497	0.0257415454519102	0.472625185298232
"ENSG00000138640.14"	1.64318115795598	5.72289652732862	0.0257762239400796	0.473107588607402
"ENSG00000162989.4"	2.60621651144257	1.86927656758569	0.025816574444287	0.473539402148011
"ENSG00000143028.8"	5.81148511583965	0.909831969618213	0.025846581325611	0.473626823750854
"ENSG00000262003.1"	5.81148511583965	0.909831969618213	0.025846581325611	0.473626823750854
"ENSG00000124198.8"	2.39513076020532	3.17452920302365	0.0258657692643179	0.47382419433656
"ENSG00000148248.13"	2.04115107054291	6.2757738314898	0.0259333109492284	0.474906920385463
"ENSG00000140382.14"	-2.05026261500066	2.43737479055865	0.0259444117269096	0.474955697347292
"ENSG00000101255.10"	2.71406500290219	2.06163420455879	0.0260020197916295	0.475774613605929
"ENSG00000137731.13"	-2.51730080795616	2.37903288769769	0.0260090135393627	0.475774613605929
"ENSG00000113318.9"	1.88533457016987	2.87020450922152	0.0260386163500956	0.476061003636223
"ENSG00000183486.12"	-5.32837747957934	0.793692875504532	0.0261283243562473	0.477236133350496
